phrase_index,start_sec,end_sec,duration_sec,transcript_text,original_diarization_speaker,casa_assigned_speaker,attribution_changed,decision_type,attribution_confidence,provisional_status,acoustic_score,temporal_score,linguistic_score,alternate_speaker,alternate_confidence,acoustic_evidence,temporal_evidence,linguistic_evidence,all_evidence
76,298.66,301.88,3.22,"Since the 1990s, computer ownership has risen dramatically.",Speaker 1,Speaker 1,False,CONFIRM,0.7727,False,0.8413,0.8,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.68) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.68) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.77 ≥ 0.7)
77,302.58,313.56,10.98,"In the new millennium, we saw an even larger explosion in computer owners with figures rising to around 4-5%, an increase of 1,000% compared with the 1980s.",Speaker 1,Speaker 1,False,CONFIRM,0.7771,False,0.8493,0.8,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.69) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.69) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.78 ≥ 0.7)
78,314.1,317.2,3.1,"If we move on to discuss the figures for China specifically,",Speaker 1,Speaker 1,False,CONFIRM,0.756,False,0.8109,0.8,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.64) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.64) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.76 ≥ 0.7)
79,317.88,323.12,5.24,"we can see in chart B that the overall figure for computer ownership stands at around 60 million,",Speaker 1,Speaker 1,False,CONFIRM,0.7785,False,0.8519,0.8,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.69) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.69) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.78 ≥ 0.7)
80,323.86,327.04,3.18,which represents a huge increase in a very short time period.,Speaker 1,Speaker 1,False,CONFIRM,0.7634,False,0.8244,0.8,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.66) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.66) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.76 ≥ 0.7)
81,327.64,328.14,0.5,"Now of course,",Speaker 1,Speaker 1,False,UNCERTAIN,0.6789,False,0.7813,0.72,0.55,Speaker 2,0.5821,moderate acoustic similarity to Speaker 1 (sim=0.61) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1) | short phrase duration (0.50s) reduces temporal certainty,phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.61) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | short phrase duration (0.50s) reduces temporal certainty | phrase type: STATEMENT | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.68; original label preserved)
82,328.52,332.66,4.14,60 million is just a drop in the ocean if you compare the total population of China.,Speaker 1,Speaker 1,False,CONFIRM,0.7747,False,0.8222,0.85,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.66) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.38s) supports continuity | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1) | short pause before (0.38s) supports continuity,phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.66) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.38s) supports continuity | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.77 ≥ 0.7)
83,333.46,337.48,4.02,And this is a key reason why the personal computer market is such a hot market.,Speaker 1,Speaker 1,False,CONFIRM,0.8178,False,0.8251,0.8,0.82,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.66) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),dialogue pattern: continuation from same speaker (expected) | phrase type: CONTINUATION | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.66) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | dialogue pattern: continuation from same speaker (expected) | phrase type: CONTINUATION | prev type: STATEMENT | decision: CONFIRM (confidence=0.82 ≥ 0.7)
84,338.04,341.06,3.02,"For us at Alpha and of course for all of our competitors as well,",Speaker 1,Speaker 1,False,CONFIRM,0.7707,False,0.8376,0.8,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.68) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: CONTINUATION,moderate acoustic similarity to Speaker 1 (sim=0.68) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: CONTINUATION | decision: CONFIRM (confidence=0.77 ≥ 0.7)
85,341.42,345.0,3.58,we have millions of potential customers who are looking to join the internet generation.,Speaker 1,Speaker 1,False,CONFIRM,0.768,False,0.81,0.85,0.55,Speaker 3,,moderate acoustic similarity to Speaker 1 (sim=0.64) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.36s) supports continuity | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1) | short pause before (0.36s) supports continuity,phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.64) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.36s) supports continuity | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.77 ≥ 0.7)
86,345.72,350.44,4.72,"If we do this right, we really can reap huge rewards in a very short time frame.",Speaker 1,Speaker 1,False,CONFIRM,0.7569,False,0.8125,0.8,0.55,Speaker 3,,moderate acoustic similarity to Speaker 1 (sim=0.64) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.64) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.76 ≥ 0.7)
87,351.26,357.38,6.12,I now like to move on to discuss the X420 brand itself and compare and contrast with some of our key competitors.,Speaker 1,Speaker 1,False,CONFIRM,0.7696,False,0.8357,0.8,0.55,Speaker 3,,moderate acoustic similarity to Speaker 1 (sim=0.67) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.67) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.77 ≥ 0.7)
88,362.96,363.74,0.78,"All right, we're back.",Speaker 1,Speaker 1,False,UNCERTAIN,0.6708,False,0.7544,0.72,0.55,Speaker 3,0.5855,moderate acoustic similarity to Speaker 1 (sim=0.58) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1) | short phrase duration (0.78s) reduces temporal certainty,phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.58) | local continuity: 6/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | short phrase duration (0.78s) reduces temporal certainty | phrase type: STATEMENT | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.67; original label preserved)
89,363.94,367.58,3.64,"As we mentioned, this is just a part of our presentation series.",Speaker 1,Speaker 1,False,UNCERTAIN,0.5425,False,0.4,0.85,0.55,Speaker 3,0.5693,weak acoustic similarity to Speaker 1 (sim=0.42) | local continuity: 5/6 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.20s) supports continuity | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1) | short pause before (0.20s) supports continuity,phrase type: STATEMENT | prev type: STATEMENT,weak acoustic similarity to Speaker 1 (sim=0.42) | local continuity: 5/6 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.20s) supports continuity | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.54; original label preserved)
90,368.16,371.08,2.92,We're going to keep on talking with Mr.,Speaker 1,Speaker 1,False,UNCERTAIN,0.684,False,0.68,0.8,0.55,Speaker 3,0.5775,moderate acoustic similarity to Speaker 1 (sim=0.49) | local continuity: 4/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.49) | local continuity: 4/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.68; original label preserved)
91,371.26,379.08,7.82,Ford as he discusses business and a lot of other very interesting and useful skills for talking in public.,Speaker 1,Speaker 1,False,UNCERTAIN,0.6807,False,0.6741,0.8,0.55,Speaker 3,0.5786,moderate acoustic similarity to Speaker 1 (sim=0.54) | speaker continuity from previous turn (Speaker 1) | short pause before (0.18s) supports continuity,speaker continuity from previous turn (Speaker 1) | short pause before (0.18s) supports continuity,phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.54) | speaker continuity from previous turn (Speaker 1) | short pause before (0.18s) supports continuity | phrase type: STATEMENT | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.68; original label preserved)
92,379.88,380.16,0.28,That's right.,Speaker 3,Speaker 3,False,UNCERTAIN,0.602,False,0.35,0.72,0.7,Speaker 2,0.5696,weak acoustic similarity to Speaker 3 (sim=0.35) | forward continuity: next phrase also Speaker 3,expected turn transition from Speaker 1 | turn-boundary pause before (0.80s ≥ 0.4s) | short phrase duration (0.28s) reduces temporal certainty,dialogue pattern: acknowledgement of statement from different speaker | phrase type: AFFIRMATION | prev type: STATEMENT,weak acoustic similarity to Speaker 3 (sim=0.35) | expected turn transition from Speaker 1 | turn-boundary pause before (0.80s ≥ 0.4s) | forward continuity: next phrase also Speaker 3 | short phrase duration (0.28s) reduces temporal certainty | dialogue pattern: acknowledgement of statement from different speaker | phrase type: AFFIRMATION | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.60; original label preserved)
93,380.46,385.94,5.48,The goal of this series is to help you feel better when you're giving a presentation in English.,Speaker 3,Speaker 3,False,UNCERTAIN,0.6731,False,0.6374,0.85,0.55,Speaker 1,0.5687,moderate acoustic similarity to Speaker 3 (sim=0.49) | speaker continuity from previous turn (Speaker 3) | short pause before (0.30s) supports continuity | forward continuity: next phrase also Speaker 3,speaker continuity from previous turn (Speaker 3) | short pause before (0.30s) supports continuity,dialogue pattern: following affirmation — neutral | phrase type: STATEMENT | prev type: AFFIRMATION,moderate acoustic similarity to Speaker 3 (sim=0.49) | speaker continuity from previous turn (Speaker 3) | short pause before (0.30s) supports continuity | forward continuity: next phrase also Speaker 3 | dialogue pattern: following affirmation — neutral | phrase type: STATEMENT | prev type: AFFIRMATION | decision: UNCERTAIN (confidence=0.67; original label preserved)
94,386.14,393.42,7.28,"We all know it's very, very hard to talk in English when you're when you're still learning, but it's even harder to talk alone to give a speech or a presentation.",Speaker 3,Speaker 3,False,CONFIRM,0.7014,False,0.689,0.85,0.55,Speaker 1,,moderate acoustic similarity to Speaker 3 (sim=0.56) | speaker continuity from previous turn (Speaker 3) | short pause before (0.20s) supports continuity | forward continuity: next phrase also Speaker 3,speaker continuity from previous turn (Speaker 3) | short pause before (0.20s) supports continuity,phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 3 (sim=0.56) | speaker continuity from previous turn (Speaker 3) | short pause before (0.20s) supports continuity | forward continuity: next phrase also Speaker 3 | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.70 ≥ 0.7)
95,393.84,402.62,8.78,And so the point of this series is to really give you those skills and to help teach you some of the key phrases and words that you'll be using in your presentations in the future.,Speaker 3,Speaker 3,False,CONFIRM,0.7681,False,0.7575,0.75,0.82,Speaker 2,,moderate acoustic similarity to Speaker 3 (sim=0.64) | speaker continuity from previous turn (Speaker 3),speaker continuity from previous turn (Speaker 3),dialogue pattern: continuation from same speaker (expected) | phrase type: CONTINUATION | prev type: STATEMENT,moderate acoustic similarity to Speaker 3 (sim=0.64) | speaker continuity from previous turn (Speaker 3) | dialogue pattern: continuation from same speaker (expected) | phrase type: CONTINUATION | prev type: STATEMENT | decision: CONFIRM (confidence=0.77 ≥ 0.7)
96,402.84,403.26,0.42,That's right.,Speaker 1,Speaker 1,False,UNCERTAIN,0.518,False,0.35,0.63,0.55,Speaker 3,0.6329,weak acoustic similarity to Speaker 1 (sim=0.41) | forward continuity: next phrase also Speaker 1,expected turn transition from Speaker 3 | short phrase duration (0.42s) reduces temporal certainty,phrase type: AFFIRMATION | prev type: CONTINUATION,weak acoustic similarity to Speaker 1 (sim=0.41) | expected turn transition from Speaker 3 | forward continuity: next phrase also Speaker 1 | short phrase duration (0.42s) reduces temporal certainty | phrase type: AFFIRMATION | prev type: CONTINUATION | decision: UNCERTAIN (confidence=0.52; original label preserved)
97,403.46,409.5,6.04,"So if you have any questions or any doubts, we are always available at Englishpot.com and we'll see everyone there.",Speaker 1,Speaker 1,False,UNCERTAIN,0.5025,False,0.35,0.8,0.55,Speaker 3,0.5727,weak acoustic similarity to Speaker 1 (sim=0.44) | speaker continuity from previous turn (Speaker 1) | short pause before (0.20s) supports continuity,speaker continuity from previous turn (Speaker 1) | short pause before (0.20s) supports continuity,dialogue pattern: following affirmation — neutral | phrase type: CONTINUATION | prev type: AFFIRMATION,weak acoustic similarity to Speaker 1 (sim=0.44) | speaker continuity from previous turn (Speaker 1) | short pause before (0.20s) supports continuity | dialogue pattern: following affirmation — neutral | phrase type: CONTINUATION | prev type: AFFIRMATION | decision: UNCERTAIN (confidence=0.50; original label preserved)
98,418.32,418.84,0.52,"Hello,",Speaker 2,Speaker 2,False,UNCERTAIN,0.6643,False,0.7853,0.675,0.55,Speaker 1,0.6153,moderate acoustic similarity to Speaker 2 (sim=0.73) | local discontinuity: no neighbors match assigned speaker,expected turn transition from Speaker 1 | turn-boundary pause before (8.82s ≥ 0.4s) | short phrase duration (0.52s) reduces temporal certainty,phrase type: GREETING | prev type: CONTINUATION,moderate acoustic similarity to Speaker 2 (sim=0.73) | local discontinuity: no neighbors match assigned speaker | expected turn transition from Speaker 1 | turn-boundary pause before (8.82s ≥ 0.4s) | short phrase duration (0.52s) reduces temporal certainty | phrase type: GREETING | prev type: CONTINUATION | decision: UNCERTAIN (confidence=0.66; original label preserved)
99,420.04,421.92,1.88,everyone and welcome to Englishpot.,Speaker 1,Speaker 1,False,CONFIRM,0.7898,False,0.7814,0.8,0.8,Speaker 3,,moderate acoustic similarity to Speaker 1 (sim=0.61) | local continuity: 4/6 neighbors match | forward continuity: next phrase also Speaker 1,expected turn transition from Speaker 2 | turn-boundary pause before (1.20s ≥ 0.4s),dialogue pattern: expected greeting reciprocation from different speaker | phrase type: STATEMENT | prev type: GREETING,moderate acoustic similarity to Speaker 1 (sim=0.61) | local continuity: 4/6 neighbors match | expected turn transition from Speaker 2 | turn-boundary pause before (1.20s ≥ 0.4s) | forward continuity: next phrase also Speaker 1 | dialogue pattern: expected greeting reciprocation from different speaker | phrase type: STATEMENT | prev type: GREETING | decision: CONFIRM (confidence=0.79 ≥ 0.7)
100,422.1,422.58,0.48,My name is Marco.,Speaker 1,Speaker 1,False,UNCERTAIN,0.5645,False,0.4,0.72,0.55,Speaker 3,0.5868,weak acoustic similarity to Speaker 1 (sim=0.43) | local continuity: 4/6 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.18s) supports continuity,speaker continuity from previous turn (Speaker 1) | short pause before (0.18s) supports continuity | short phrase duration (0.48s) reduces temporal certainty,phrase type: STATEMENT | prev type: STATEMENT,weak acoustic similarity to Speaker 1 (sim=0.43) | local continuity: 4/6 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.18s) supports continuity | short phrase duration (0.48s) reduces temporal certainty | phrase type: STATEMENT | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.56; original label preserved)
101,423.0,430.02,7.02,My name is Catherine and today we have part two of a very important and very valuable series about giving presentations.,Speaker 3,Speaker 3,False,CONFIRM,0.703,False,0.7372,0.75,0.55,Speaker 1,,moderate acoustic similarity to Speaker 3 (sim=0.67) | local discontinuity: no neighbors match assigned speaker,expected turn transition from Speaker 1 | turn-boundary pause before (0.42s ≥ 0.4s),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 3 (sim=0.67) | local discontinuity: no neighbors match assigned speaker | expected turn transition from Speaker 1 | turn-boundary pause before (0.42s ≥ 0.4s) | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.70 ≥ 0.7)
102,430.74,431.14,0.4,That's right.,Speaker 1,Speaker 1,False,UNCERTAIN,0.617,False,0.4,0.72,0.7,Speaker 2,0.5864,weak acoustic similarity to Speaker 1 (sim=0.29) | local continuity: 4/6 neighbors match | forward continuity: next phrase also Speaker 1,expected turn transition from Speaker 3 | turn-boundary pause before (0.72s ≥ 0.4s) | short phrase duration (0.40s) reduces temporal certainty,dialogue pattern: acknowledgement of statement from different speaker | phrase type: AFFIRMATION | prev type: STATEMENT,weak acoustic similarity to Speaker 1 (sim=0.29) | local continuity: 4/6 neighbors match | expected turn transition from Speaker 3 | turn-boundary pause before (0.72s ≥ 0.4s) | forward continuity: next phrase also Speaker 1 | short phrase duration (0.40s) reduces temporal certainty | dialogue pattern: acknowledgement of statement from different speaker | phrase type: AFFIRMATION | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.62; original label preserved)
103,431.42,433.58,2.16,"As you well know, we started this series.",Speaker 1,Speaker 1,False,UNCERTAIN,0.6692,False,0.6303,0.85,0.55,Speaker 3,0.5631,moderate acoustic similarity to Speaker 1 (sim=0.49) | speaker continuity from previous turn (Speaker 1) | short pause before (0.28s) supports continuity | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1) | short pause before (0.28s) supports continuity,dialogue pattern: following affirmation — neutral | phrase type: STATEMENT | prev type: AFFIRMATION,moderate acoustic similarity to Speaker 1 (sim=0.49) | speaker continuity from previous turn (Speaker 1) | short pause before (0.28s) supports continuity | forward continuity: next phrase also Speaker 1 | dialogue pattern: following affirmation — neutral | phrase type: STATEMENT | prev type: AFFIRMATION | decision: UNCERTAIN (confidence=0.67; original label preserved)
104,433.96,442.5,8.54,It's a 10 part series and today we're going to talk about sales and charts and graphs and more or less explaining maybe a PowerPoint presentation.,Speaker 1,Speaker 1,False,UNCERTAIN,0.6535,False,0.6246,0.8,0.55,Speaker 3,0.5751,moderate acoustic similarity to Speaker 1 (sim=0.48) | speaker continuity from previous turn (Speaker 1) | short pause before (0.38s) supports continuity,speaker continuity from previous turn (Speaker 1) | short pause before (0.38s) supports continuity,phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.48) | speaker continuity from previous turn (Speaker 1) | short pause before (0.38s) supports continuity | phrase type: STATEMENT | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.65; original label preserved)
105,443.06,449.5,6.44,That's right. So you're going to learn some wonderful ways of talking about changes in markets and marketing.,Speaker 3,Speaker 3,False,UNCERTAIN,0.6955,False,0.701,0.8,0.55,Speaker 1,0.5841,moderate acoustic similarity to Speaker 3 (sim=0.57) | forward continuity: next phrase also Speaker 3,expected turn transition from Speaker 1 | turn-boundary pause before (0.56s ≥ 0.4s),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 3 (sim=0.57) | expected turn transition from Speaker 1 | turn-boundary pause before (0.56s ≥ 0.4s) | forward continuity: next phrase also Speaker 3 | phrase type: STATEMENT | prev type: STATEMENT | decision: UNCERTAIN (confidence=0.70; original label preserved)
106,450.12,454.26,4.14,So let's take a listen to today's dialogue and we'll be back in a moment to talk about what you've heard.,Speaker 3,Speaker 3,False,CONFIRM,0.7818,False,0.7823,0.75,0.82,Speaker 1,,moderate acoustic similarity to Speaker 3 (sim=0.67) | speaker continuity from previous turn (Speaker 3),speaker continuity from previous turn (Speaker 3),dialogue pattern: continuation from same speaker (expected) | phrase type: CONTINUATION | prev type: STATEMENT,moderate acoustic similarity to Speaker 3 (sim=0.67) | speaker continuity from previous turn (Speaker 3) | dialogue pattern: continuation from same speaker (expected) | phrase type: CONTINUATION | prev type: STATEMENT | decision: CONFIRM (confidence=0.78 ≥ 0.7)
107,459.44,464.04,4.6,"As all of you are well aware, competition in the laptop computer sector is intense.",Speaker 1,Speaker 1,False,UNCERTAIN,0.53,False,0.4,0.8,0.55,Speaker 2,0.5798,weak acoustic similarity to Speaker 1 (sim=0.38) | local continuity: 4/6 neighbors match | forward continuity: next phrase also Speaker 1,expected turn transition from Speaker 3 | turn-boundary pause before (5.18s ≥ 0.4s),phrase type: STATEMENT | prev type: CONTINUATION,weak acoustic similarity to Speaker 1 (sim=0.38) | local continuity: 4/6 neighbors match | expected turn transition from Speaker 3 | turn-boundary pause before (5.18s ≥ 0.4s) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: CONTINUATION | decision: UNCERTAIN (confidence=0.53; original label preserved)
108,464.54,476.52,11.98,"We continue to fight with our competitors for market share and this is the case both in the developed markets in the West as well as more developing markets in Asia and Africa. You may ask yourself, why is this market so cutthroat?",Speaker 1,Speaker 1,False,CONFIRM,0.7845,False,0.8628,0.8,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.71) | local continuity: 4/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: QUESTION | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.71) | local continuity: 4/6 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: QUESTION | prev type: STATEMENT | decision: CONFIRM (confidence=0.78 ≥ 0.7)
109,476.82,478.28,1.46,"Well, the answer is simple.",Speaker 1,Speaker 1,False,CONFIRM,0.7503,False,0.7777,0.85,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.60) | local continuity: 4/5 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.30s) supports continuity | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1) | short pause before (0.30s) supports continuity,phrase type: CONTINUATION | prev type: QUESTION,moderate acoustic similarity to Speaker 1 (sim=0.60) | local continuity: 4/5 neighbors match | speaker continuity from previous turn (Speaker 1) | short pause before (0.30s) supports continuity | forward continuity: next phrase also Speaker 1 | phrase type: CONTINUATION | prev type: QUESTION | decision: CONFIRM (confidence=0.75 ≥ 0.7)
110,478.88,483.78,4.9,There's a huge untapped potential market out there with a huge untapped potential for profit.,Speaker 1,Speaker 1,False,CONFIRM,0.7923,False,0.877,0.8,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.72) | local continuity: 4/4 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1,speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: CONTINUATION,moderate acoustic similarity to Speaker 1 (sim=0.72) | local continuity: 4/4 neighbors match | speaker continuity from previous turn (Speaker 1) | forward continuity: next phrase also Speaker 1 | phrase type: STATEMENT | prev type: CONTINUATION | decision: CONFIRM (confidence=0.79 ≥ 0.7)
111,484.64,495.62,10.98,"If I bring up the first graph here, it shows the increase in terms of number of computer owners across the globe. As you can see in the 1980s, computer ownership amounted to around 0.5%",Speaker 1,Speaker 1,False,CONFIRM,0.7633,False,0.8469,0.75,0.55,Speaker 2,,moderate acoustic similarity to Speaker 1 (sim=0.69) | local continuity: 3/3 neighbors match | speaker continuity from previous turn (Speaker 1),speaker continuity from previous turn (Speaker 1),phrase type: STATEMENT | prev type: STATEMENT,moderate acoustic similarity to Speaker 1 (sim=0.69) | local continuity: 3/3 neighbors match | speaker continuity from previous turn (Speaker 1) | phrase type: STATEMENT | prev type: STATEMENT | decision: CONFIRM (confidence=0.76 ≥ 0.7)
